2023 Space Needle,,,,,,
2023-10-2,,,,,,
,,,,,,
,Mark Maszak 4,,M50-59,15:24.4,924.4,
,Shari Schmeling,,F50-59,15:24.8,924.8,
,Shaheen Gandhi,,M40-49,15:24.9,924.9,
,Charles Mathews,,M40-49,15:25.0,925,
,Anthony Jones,,M30-39,15:25.7,925.7,
,Kathy Parenteau,,F50-59,15:25.8,925.8,
,Sarah Mac,,F18-29,15:26.0,926,
,Maria Tally,,F50-59,15:27.1,927.1,
,Erica Mustard,,F30-39,15:27.3,927.3,
,Suzanne Pigott,,F40-49,15:28.2,928.2,
,Juliana Arnold,,F30-39,15:28.8,928.8,
,David Thompson,,M50-59,15:29.7,929.7,
,Jacob Randall,,M18-29,15:30.4,930.4,
,Madison Moore,,F18-29,15:32.6,932.6,
,Jessica Pearson,,F40-49,15:33.1,933.1,
,Henry Wysong,,M50-59,15:33.2,933.2,
,Beth Roberts,,F50-59,15:33.3,933.3,
,Anjali Pisharody,,F30-39,15:33.5,933.5,
,Jana Hawes Robertson,,F60-69,15:34.5,934.5,
,Monica Cripe,,F40-49,15:37.1,937.1,
,Hayley Benham,,F18-29,15:37.3,937.3,
,Christopher Ho,,M60-69,15:38.6,938.6,
,Elisa Aki,,F30-39,15:38.8,938.8,
,Rebecca Proudman,,F40-49,15:39.9,939.9,
,Saurabh Mehta,,M40-49,15:42.2,942.2,
,P Dottie Brinkerhoff,,F60-69,15:43.0,943,
,Athima Chansanchai,,F50-59,15:44.0,944,
,Kelli Niro,,F40-49,15:45.0,945,
,Katarzyna Rakowska,,F30-39,15:45.3,945.3,
,Kandace Shoell,,F30-39,15:45.5,945.5,
,Sandy Men,,F30-39,15:46.4,946.4,
,Ronald Mursewick 3,,M60-69,15:48.1,948.1,
,Angelia Landers,,F30-39,15:48.3,948.3,
,Laura Szkolar-Sienkiewicz,,NB30-39,15:48.9,948.9,
,Deborah Caul,,F50-59,15:49.4,949.4,
,Robert Mueller,,M60-69,15:49.6,949.6,
,Stephal Aban,,M30-39,15:49.7,949.7,
,Stephanie Lappano,,F40-49,15:49.8,949.8,
,Harvey Bryan Hecht,,M60-69,15:50.0,950,
,Natalie Mintz,,F40-49,15:50.1,950.1,
,star marshall,,F40-49,15:50.4,950.4,
,Alisha Wilkerson,,F40-49,15:51.0,951,
,Teresa Wysong,,F50-59,15:52.4,952.4,
,Michelle Anderson,,F30-39,15:52.4,952.4,
,Anna Macgilvra 2,,F60-69,15:52.5,952.5,
,Michael Niro,,M50-59,15:52.6,952.6,
,Seth Doyle,,M40-49,15:53.9,953.9,
,Lance Pearson,,M50-59,15:54.9,954.9,
,Chris Sienkiewicz,,M30-39,15:55.7,955.7,
,Glenn Tibbetts,,M40-49,15:57.5,957.5,
,Amya Naimi,,F50-59,15:57.5,957.5,
,Jessie Scace,,F40-49,15:58.0,958,
,Corey King,,M50-59,15:59.4,959.4,
,Yosselin Martinez,,F30-39,16:00.5,960.5,
,Jose Alvarez,,M50-59,16:02.0,962,
,Arlene Cooper,,F40-49,16:02.9,962.9,
,Valeria Duran,,F18-29,16:03.1,963.1,
,Stephanie Noland,,F60-69,16:03.7,963.7,
,Amanda Mintz,,F40-49,16:04.0,964,
,Sarah Hein,,F40-49,16:04.5,964.5,
,Neeta Bala,,F30-39,16:05.0,965,
,Todd Riffey,,M50-59,16:06.1,966.1,
,Courtney Townsend,,F30-39,16:08.0,968,
,Lisa Malik,,F40-49,16:08.1,968.1,
,Jessica Krepps,,F40-49,16:08.1,968.1,
,Catherine Captain,,F50-59,16:08.8,968.8,
,Laurie Magallan,,F30-39,16:10.3,970.3,
,Kristen Brown,,F50-59,16:11.4,971.4,
,Anne Manicone,,F50-59,16:11.7,971.7,
,Paige Johnson,,F30-39,16:12.0,972,
,Theresa Strawn,,F60-69,16:13.4,973.4,
,Shruti Chidambaram,,F18-29,16:14.2,974.2,
,Holly Bonvillian,,F40-49,16:15.6,975.6,
,Reina Gutierrez,,F60-69,16:16.9,976.9,
,Bryan McAllister,,M50-59,16:19.1,979.1,
,Freyda Greenberg,,F70-79,16:21.0,981,
,Mike Wilson,,M50-59,16:22.7,982.7,
,Katlyn Edwards,,F30-39,16:23.0,983,
,Stephanie Phan,,F30-39,16:24.9,984.9,
,Mikayla Byers,,F40-49,16:25.2,985.2,
,Danielle Haight,,F40-49,16:26.2,986.2,
,Jenn Sandercock,,F40-49,16:26.9,986.9,
,Andy Cameron,,M50-59,16:27.0,987,
,Jun Greminger,,F30-39,16:27.4,987.4,
,Alie Mulder,,F50-59,16:28.1,988.1,
,Curtis Ailes,,M40-49,16:28.4,988.4,
,Yana Morgulis,,F30-39,16:28.7,988.7,
,RJ Ustaris,,M18-29,16:29.0,989,
,Richard Ring,,M70-79,16:29.1,989.1,
,Jayne Phoenix,,F18-29,16:29.9,989.9,
,Liz Murray,,F50-59,16:30.8,990.8,
,Anthony Olton,,M30-39,16:32.7,992.7,
,Casey Ailes,,F40-49,16:33.1,993.1,
,Roberto Ustaris,,M40-49,16:33.2,993.2,
,Kenneth Colling,,M70-79,16:33.9,993.9,
,Yu Ling Huang,,F30-39,16:34.2,994.2,
,Sara Horne,,F30-39,16:35.3,995.3,
,Melissa Saunders,,F50-59,16:35.4,995.4,
,Rajesh Shrestha,,M40-49,16:35.6,995.6,
,Jessica Roush,,F30-39,16:35.9,995.9,
,Cora Castor,,F50-59,16:36.4,996.4,
,Michelle Manning,,F50-59,16:36.8,996.8,
,Pat Gentino,,F60-69,16:38.2,998.2,
,Debbie Officer,,F50-59,16:38.3,998.3,
,Jerrold Effenberger,,M80+,16:40.6,1000.6,
,Sreekanth Chandrasekaran,,M60-69,16:40.8,1000.8,
,Diana Saha,,F30-39,16:42.5,1002.5,
,DUANE PEGG,,M60-69,16:43.1,1003.1,
,Elizabeth Carosso,,F50-59,16:44.5,1004.5,
,Gregory Kleiner,,M70-79,16:45.0,1005,
,Disha Rustogi,,F40-49,16:47.0,1007,
,Jennifer Kelsey,,F50-59,16:48.9,1008.9,
,Fox Mulder,,M50-59,16:51.1,1011.1,
,Stacy Klinzman,,F60-69,16:54.0,1014,
,Stella Carosso,,F60-69,16:54.2,1014.2,
,Louise Baxter,,F60-69,16:54.6,1014.6,
,Alan Bond,,NB40-49,16:54.8,1014.8,
,Mark Maszak 6,,M50-59,16:55.0,1015,
,Jennifer Jones,,F60-69,16:55.2,1015.2,
,Gayathri Sreekanth,,F30-39,16:55.5,1015.5,
,Derek Wilson,,M30-39,16:56.4,1016.4,
,vicki hadley,,F60-69,16:56.5,1016.5,
,Olivia Ribera,,F18-29,16:58.0,1018,
,Prerana Pradhanang,,F40-49,16:58.3,1018.3,
,Frances Myer,,F70-79,16:59.7,1019.7,
,Susan Lash 3,,F60-69,17:00.3,1020.3,
,Mellissa Siler,,F40-49,17:00.3,1020.3,
,Serena Sultan,,F40-49,17:00.6,1020.6,
,Akshaya Desai,,M30-39,17:02.8,1022.8,
,Jacob Sauser,,M30-39,17:04.1,1024.1,
,Matthew Jaeger,,M40-49,17:04.5,1024.5,
,Maria McDaniel,,F60-69,17:04.7,1024.7,
,Sara Pernikoff,,F18-29,17:05.8,1025.8,
,Lynn Tissell,,F60-69,17:06.0,1026,
,Sarah Norris Henricksen,,F30-39,17:06.4,1026.4,
,Carolyn Guhman,,F70-79,17:07.7,1027.7,
,Elisabeth Davies,,F18-29,17:08.5,1028.5,
,Kathryn Houck,,F50-59,17:08.6,1028.6,
,Jason Pankow,,M40-49,17:08.7,1028.7,
,Nancy Jones,,F50-59,17:09.1,1029.1,
,Chad Lenchuk,,M50-59,17:09.3,1029.3,
,Norma Ortiz Diaz,,F30-39,17:09.6,1029.6,
,Kavana Anand,,F30-39,17:11.1,1031.1,
,Joan Vennetti,,F60-69,17:11.5,1031.5,
,Marissa Anderson,,F30-39,17:11.9,1031.9,
,Elizabeth Rizzo,,F60-69,17:11.9,1031.9,
,LARRY WALKER,,M60-69,17:13.3,1033.3,
,Andrea Murmann,,F50-59,17:13.6,1033.6,
,Annique Lennon,,F40-49,17:14.0,1034,
,Brianna Walker,,F18-29,17:14.7,1034.7,
,Kevin Black,,M50-59,17:15.1,1035.1,
,Meagan FitzGerald,,F40-49,17:15.2,1035.2,
,Manda Lowney,,F50-59,17:15.3,1035.3,
,Langdon Holton,,M70-79,17:17.1,1037.1,
,Mykyta Synytskyy,,M40-49,17:18.4,1038.4,
,Mark Maszak 5,,M50-59,17:20.9,1040.9,
,Richard Vennetti,,M50-59,17:21.2,1041.2,
,Sandra Adamski,,F70-79,17:21.4,1041.4,
,Kris Dansereau,,F70-79,17:22.1,1042.1,
,Christine Frizzell,,F60-69,17:22.1,1042.1,
,Katy Radcliffe,,F50-59,17:22.7,1042.7,
,Jodi Heimgartner,,F60-69,17:23.0,1043,
,Katie Pagel,,F30-39,17:23.4,1043.4,
,Kjiersten McKinney,,F40-49,17:24.3,1044.3,
,Brenda Johnson,,F30-39,17:24.8,1044.8,
,Marinda Bick,,F50-59,17:25.1,1045.1,
,Grace La Torra,,F60-69,17:25.3,1045.3,
,Subhashri Iyer,,F50-59,17:26.2,1046.2,
,Katie Risser,,F30-39,17:26.3,1046.3,
,Johannes Peter,,M30-39,17:26.6,1046.6,
,Tisa Shrestha,,F40-49,17:27.2,1047.2,
,Ken Montry,,M50-59,17:27.4,1047.4,
,Ingrid Mitchell,,F40-49,17:30.0,1050,
,Jeannie Walters,,F40-49,17:30.5,1050.5,
,Luis Pavel Gomez Valenzuela,,M40-49,17:30.7,1050.7,
,Yang Liu,,M30-39,17:31.9,1051.9,
,Edward Lowney,,M50-59,17:32.8,1052.8,
,Monica Shoopman,,F30-39,17:33.2,1053.2,
,Vanessa Knoll,,F50-59,17:33.7,1053.7,
,Michelle Manning 2,,F50-59,17:36.2,1056.2,
,Laura Shepard,,F50-59,17:37.7,1057.7,
,Diana Karina Gastelum Meneses,,F40-49,17:37.8,1057.8,
,Arlene Reitze,,F50-59,17:38.3,1058.3,
,Eva Leticia Brito Benitez,,F60-69,17:39.2,1059.2,
,Augustine Von Pumpernickel,,M60-69,17:39.7,1059.7,
,Sue Schroeder,,F60-69,17:39.8,1059.8,
,Chris Knoll,,M40-49,17:40.4,1060.4,
,Anne Briggs,,F80+,17:40.8,1060.8,
,vicki hadley 2,,F60-69,17:40.9,1060.9,
,Jeanette Rogers,,F40-49,17:45.0,1065,
,Emily Gipple,,F30-39,17:45.0,1065,
,Deb Greene,,F70-79,17:45.8,1065.8,
,Amanda Tullio,,F40-49,17:46.7,1066.7,
,Melissa Matthews,,F50-59,17:46.8,1066.8,
,Erin Oboyle,,F30-39,17:46.9,1066.9,
,Brent Frimodig,,M40-49,17:47.9,1067.9,
,Camie Greene,,F40-49,17:47.9,1067.9,
,Mike Larsen,,M70-79,17:48.1,1068.1,
,Deborah Ramsden,,F60-69,17:48.3,1068.3,
,Joriah Acacio,,F18-29,17:49.4,1069.4,
,Terry Seidler,,M80+,17:49.6,1069.6,
,Joe Mustard,,M30-39,17:51.5,1071.5,
,Allison Kramer,,F40-49,17:51.5,1071.5,
,Celeste Keller-Frimodig,,F40-49,17:51.7,1071.7,
,Takako Wright,,F50-59,17:52.4,1072.4,
,Melissa Davis,,F40-49,17:52.4,1072.4,
,Foxy C. Johnson,,F50-59,17:53.0,1073,
,Joel Lamb,,M40-49,17:53.0,1073,
,Kelli Kobelin,,NB18-29,17:53.1,1073.1,
,Jeff Coleman,,M50-59,17:54.6,1074.6,
,Alice Tarby,,F30-39,17:54.8,1074.8,
,Sarah Wood,,F18-29,17:56.0,1076,
,Terri Matzko,,F50-59,17:57.4,1077.4,
,Shibani Konchady,,F30-39,17:59.3,1079.3,
,Huong Phu,,F30-39,18:00.2,1080.2,
,Steven Watkins,,M50-59,18:01.0,1081,
,Paige Barger,,F40-49,18:03.0,1083,
,Rachelle Brooke,,F30-39,18:04.7,1084.7,
,Mary Conrad 2,,F50-59,18:05.3,1085.3,
,Chyan Pascua,,F30-39,18:05.8,1085.8,
,Wen-hsin Hsu,,F30-39,18:07.8,1087.8,
,Amanda Rogers,,F30-39,18:07.8,1087.8,
,Di Alexander,,F40-49,18:08.1,1088.1,
,Ian Weisenbarger,,M18-29,18:08.9,1088.9,
,Stephanie Krungle,,F30-39,18:13.0,1093,
,karen Watkins,,F50-59,18:14.0,1094,
,Kenneth Taylor,,M50-59,18:16.5,1096.5,
,Roland Brown,,M60-69,18:19.1,1099.1,
,Marva Semet,,F70-79,18:19.3,1099.3,
,Sharon Olanrewaju,,F50-59,18:20.3,1100.3,
,JM Westerlund-Rice,,F60-69,18:21.1,1101.1,
,Dana Tietjen,,F30-39,18:21.1,1101.1,
,Tricia Coulter,,F50-59,18:22.6,1102.6,
,Elizabeth Rhoton,,F40-49,18:23.9,1103.9,
,Gina Escamilla,,F50-59,18:26.7,1106.7,
,Alejandra Macias,,F18-29,18:27.5,1107.5,
,Ken Holton,,M40-49,18:28.8,1108.8,
,Alain Semet,,M70-79,18:31.6,1111.6,
,Gayathri Sreekanth 1,,F30-39,18:35.1,1115.1,
,Jeffrey Wells,,M50-59,18:37.4,1117.4,
,Elizabeth Benko,,F40-49,18:38.3,1118.3,
,Nicole McKinney,,F18-29,18:39.6,1119.6,
,Mary Conrad,,F50-59,18:43.1,1123.1,
,Romero Magallan,,M30-39,18:45.4,1125.4,
,Rachel Robinson,,F18-29,18:45.5,1125.5,
,Monica Tracey,,F60-69,18:46.0,1126,
,Denise Wilson,,F60-69,18:46.8,1126.8,
,Sandi Day,,F60-69,18:50.6,1130.6,
,Samantha Oldham,,F18-29,18:50.7,1130.7,
,Zach Tang-Bodiford,,M30-39,18:51.1,1131.1,
,Paramita Mookherjee,,F40-49,18:51.4,1131.4,
,Otis Whiteside,,M60-69,18:51.6,1131.6,
,Brandylynne Kozisek,,F40-49,18:53.7,1133.7,
,Dianna Coleman,,F40-49,18:58.1,1138.1,
,Joyce Kinnersley,,F70-79,18:58.9,1138.9,
,Patricia Edwards,,F70-79,19:00.9,1140.9,
,Kris Dille,,M50-59,19:04.6,1144.6,
,Lisa Abernathy,,F40-49,19:05.0,1145,
,Stephen Garcia,,M40-49,19:06.4,1146.4,
,Donna Burger,,F60-69,19:08.1,1148.1,
,Lance Pyles 2,,M30-39,19:08.8,1148.8,
,Tristan Eddy,,F30-39,19:12.1,1152.1,
,Brian Adams,,M60-69,19:12.7,1152.7,
,Deborah Walker,,F50-59,19:21.7,1161.7,
,Nicole Rendahl,,F50-59,19:22.7,1162.7,
,CONNIE PETERSEN,,F70-79,19:26.7,1166.7,
,Rachel Horkin,,F30-39,19:28.3,1168.3,
,Edward Walters,,M50-59,19:31.1,1171.1,
,Andrea Ruiz,,F40-49,19:32.3,1172.3,
,Maria Elena Jimenez-Richards,,F60-69,19:34.1,1174.1,
,Jillian Perry,,F40-49,19:35.3,1175.3,
,Anthony Fields,,M50-59,19:35.7,1175.7,
,Andrea Harwood,,F40-49,19:36.1,1176.1,
,Susan Mueller,,F60-69,19:37.2,1177.2,
,Juan Estrada,,M30-39,19:40.9,1180.9,
,Lori Anderson,,F60-69,19:43.8,1183.8,
,Julie Christopher,,F60-69,19:44.4,1184.4,
,Cody Severson,,M18-29,19:49.3,1189.3,
,Trish Hoolahan,,F50-59,19:52.7,1192.7,
,Shauna Doyle,,F30-39,19:53.8,1193.8,
,Tyler Beam,,M40-49,19:57.4,1197.4,
,Tara Migliore,,F30-39,20:00.0,1200,
,Silviana Ciurea Ilcus,,F30-39,20:01.6,1201.6,
,Hailey Goins,,F30-39,20:03.3,1203.3,
,Kristie Serra,,F40-49,20:03.9,1203.9,
,Christi Whitten,,F50-59,20:05.4,1205.4,
,Laura Hunter 2,,F40-49,20:13.5,1213.5,
,Roberta Howell,,F40-49,20:17.7,1217.7,
,Mary Drews,,F50-59,20:18.7,1218.7,
,Michelle Sturrock,,F30-39,20:19.3,1219.3,
,Bryan Howell,,M40-49,20:19.5,1219.5,
,Mariana Cerqueira Percilio,,F30-39,20:20.9,1220.9,
,Bernadette Acacio,,F50-59,20:22.3,1222.3,
,Renee Severson,,F18-29,20:26.3,1226.3,
,Lauren Drews,,F18-29,20:28.0,1228,
,Nicole Alberty,,F30-39,20:28.4,1228.4,
,Ron Llarenas,,M50-59,20:33.4,1233.4,
,Josh Cobbley,,M50-59,20:34.9,1234.9,
,Pam Behee,,F50-59,20:36.0,1236,
,Janice Blake,,F50-59,20:38.8,1238.8,
,Ariel Tinter,,F30-39,20:40.4,1240.4,
,Blake Watson,,M30-39,20:40.9,1240.9,
,Syrinda Sharpe,,F60-69,20:44.4,1244.4,
,Karla Ogle,,F40-49,20:44.6,1244.6,
,Srishti Rawal,,F30-39,20:51.8,1251.8,
,Nicole Kupchik,,F50-59,20:53.9,1253.9,
,Mayra Perez,,F40-49,20:57.6,1257.6,
,Deborah Pyles,,F30-39,20:58.5,1258.5,
,LISA SOLTIS,,F50-59,21:00.4,1260.4,
,Gerbielyn Valentin,,F50-59,21:02.0,1262,
,Annelise DiGiacomo,,F50-59,21:02.2,1262.2,
,Neil McKay,,M60-69,21:06.8,1266.8,
,Prachi Shridhar,,F18-29,21:09.6,1269.6,
,Tammy LaPlante,,F60-69,21:11.1,1271.1,
,Mindy Westerman,,F50-59,21:11.9,1271.9,
,Jennifer Molano,,F40-49,21:13.9,1273.9,
,Greg Snead,,M50-59,21:15.6,1275.6,
,Mikayla Boykin,,F30-39,21:18.0,1278,
,Holly Olivieri,,F50-59,21:20.9,1280.9,
,Yaneth Goldenberg,,F50-59,21:27.9,1287.9,
,Kate Puckett 2,,F50-59,21:28.6,1288.6,
,Xinyi Joffre,,F30-39,21:32.9,1292.9,
,Grace La Torra 2,,F60-69,21:33.7,1293.7,
,Jaylene Berkheimer,,F30-39,21:34.9,1294.9,
,Kenneth Stanek 3,,M50-59,21:35.8,1295.8,
,Tessa Reichlin,,F50-59,21:36.5,1296.5,
,Kevin Joffre,,M30-39,21:37.2,1297.2,
,John Reagan,,M30-39,21:38.5,1298.5,
,joanne Gies,,F60-69,21:40.1,1300.1,
,MONICA CRETU,,F50-59,21:43.0,1303,
,Katherine Belousek,,F60-69,21:45.1,1305.1,
,Lynn Hilgert,,F60-69,21:45.2,1305.2,
,Ernest Belousek,,M60-69,21:45.4,1305.4,
,Emily Morauski,,F18-29,21:47.2,1307.2,
,Adrian Cisneros,,M30-39,21:47.4,1307.4,
,Dilpreet Dosanjh,,F18-29,21:48.9,1308.9,
,Marc Seabrook,,M30-39,21:54.3,1314.3,
,My Tang,,F18-29,21:58.3,1318.3,
,Teri Martinez,,F50-59,22:04.0,1324,
,Poomol Pillay,,F30-39,22:05.7,1325.7,
,Kimberly Dietz,,F50-59,22:06.2,1326.2,
,Christina Sauser,,F30-39,22:09.2,1329.2,
,Shannon Borchers,,F60-69,22:19.9,1339.9,
,Eileen Marasigan,,F40-49,22:20.5,1340.5,
,Megan Law,,F40-49,22:21.2,1341.2,
,Megan Hinaus,,F18-29,22:25.7,1345.7,
,Jocelyn Cassell,,F30-39,22:32.2,1352.2,
,Jennifer Gravely,,F50-59,22:45.0,1365,
,Karla Cowan,,F50-59,22:46.7,1366.7,
,Josie Redmond,,F40-49,22:48.2,1368.2,
,Kristi Woldstad,,F50-59,22:54.5,1374.5,
,Ana Tureaud,,F40-49,22:57.7,1377.7,
,Sarah Sterley,,F30-39,22:59.4,1379.4,
,Kathy Austen,,F50-59,23:04.5,1384.5,
,Katy Daly,,F30-39,23:05.9,1385.9,
,Michelle Jones,,F50-59,23:08.2,1388.2,
,RMichael Jones Jr,,M60-69,23:09.0,1389,
,Alison Clark,,F40-49,23:54.2,1434.2,
,Crystal Lloyd,,F40-49,24:02.6,1442.6,
,Richard Olson,,M50-59,24:04.4,1444.4,
,Tiffany Peña,,F40-49,24:10.5,1450.5,
,Marla Gritzan,,F30-39,24:14.5,1454.5,
,Stacy Flower,,NB60-69,24:19.9,1459.9,
,John Cates,,M50-59,24:43.4,1483.4,
,Alexis Rabinowitz,,F30-39,24:46.7,1486.7,
,Racquel Jordan,,F30-39,24:47.1,1487.1,
,Hem Nalini Morzaria-Luna,,F40-49,24:48.5,1488.5,
,Landen Wasserstrom,,M30-39,24:57.9,1497.9,
,Lyndsey Paul,,F40-49,25:02.4,1502.4,
,Tina Ewing,,F50-59,25:06.4,1506.4,
,Sandy McDade,,M70-79,25:09.1,1509.1,
,John Pattillo,,M70-79,25:14.6,1514.6,
,Christopher Rowden,,M18-29,25:20.3,1520.3,
,Abril Talledo,,F18-29,25:20.9,1520.9,
,Christina Wasserstrom,,F30-39,25:26.4,1526.4,
,Sally Wolfe,,F70-79,25:45.5,1545.5,
,Shallice Barrett,,F40-49,25:58.8,1558.8,
,Carrie Tatum,,F40-49,26:01.7,1561.7,
,Brenda Sevilla-Miranda,,F40-49,26:03.2,1563.2,
,Ben Jones,,M30-39,26:04.1,1564.1,
,Danielle Burlingham,,F40-49,26:11.9,1571.9,
,Judy Gaylor,,F60-69,26:18.5,1578.5,
,Deborah Miller,,F50-59,26:28.2,1588.2,
,Kaylin Cochran,,F40-49,26:32.7,1592.7,
,Jenna Grant,,F18-29,26:33.7,1593.7,
,Marissa Hutt 2,,F30-39,26:38.7,1598.7,
,Amy Taber,,F50-59,26:46.2,1606.2,
,Nicole Harding,,F40-49,26:54.7,1614.7,
,Taylor Butler,,F30-39,26:59.8,1619.8,
,Carly Meyer,,F30-39,27:00.4,1620.4,
,Cindy Clark 2,,F50-59,27:04.1,1624.1,
,Christine Steele,,F30-39,27:04.6,1624.6,
,Shannon Clemans,,F40-49,27:05.0,1625,
,Michelle Adahl,,F60-69,27:05.8,1625.8,
,Angie Magness,,F30-39,27:09.9,1629.9,
,Brendon Matsuda-Fong,,M30-39,27:10.1,1630.1,
,Kathy O'Brien,,F50-59,27:15.0,1635,
,James Tyler,,M40-49,27:16.6,1636.6,
,Oliver Kopperl,,NB18-29,27:19.4,1639.4,
,Robert Hicks,,M60-69,27:19.8,1639.8,
,Lisa Umbelino,,F40-49,27:19.9,1639.9,
,Todd Miller,,M40-49,27:23.9,1643.9,
,Deborah Tyler,,F60-69,27:28.9,1648.9,
,Casey Novak,,M40-49,27:30.5,1650.5,
,Rebecca Reed,,NB50-59,27:33.7,1653.7,
,Joyce Omoto,,F40-49,27:34.6,1654.6,
,Kathy Fleming,,F30-39,27:37.0,1657,
,Karen Sivils,,F50-59,27:39.2,1659.2,
,Connor Nair-Driscoll,,M30-39,27:42.1,1662.1,
,Aishwarya Nair-Driscolll,,NB18-29,27:46.9,1666.9,
,Jessica Symank,,F40-49,27:48.7,1668.7,
,Tejashree Datar,,F40-49,27:53.5,1673.5,
,Skylar Morgan,,F18-29,27:54.4,1674.4,
,Rachel Miller,,F30-39,28:06.9,1686.9,
,Syndi Scott,,F50-59,28:12.2,1692.2,
,nick seltzer,,M30-39,28:30.9,1710.9,
,Sammar Hafez,,F30-39,28:33.6,1713.6,
,Lisa Walsh,,F40-49,29:07.2,1747.2,
,Sean Walsh,,M50-59,29:13.0,1753,
,Bill Pfleging,,M70-79,29:24.2,1764.2,
,Minda Zetlin,,F60-69,29:34.5,1774.5,
,Marissa Hutt,,F30-39,30:16.0,1816,
,Adhya Bhargava,,F30-39,30:17.7,1817.7,
,Niveditha Ramesh,,F18-29,30:18.3,1818.3,
,Becka Silvert,,F50-59,30:20.3,1820.3,
,Susanne Evers,,F50-59,31:16.2,1876.2,
,Lupita Hendon,,F30-39,31:37.6,1897.6,
,Kate Szyperski,,F50-59,31:49.6,1909.6,
,Miranda Contreras,,F18-29,31:51.6,1911.6,
,Kelli Jaeger,,F40-49,32:37.3,1957.3,
,Paulina Corona,,F18-29,33:23.7,2003.7,
,Ruby Acenas,,F50-59,33:44.6,2024.6,
,Melanie Reynolds,,F60-69,33:49.3,2029.3,
,Lynn Prescott,,F60-69,33:53.6,2033.6,
,Ted Williamson,,M30-39,33:54.4,2034.4,
,Paul Keown,,M70-79,34:10.7,2050.7,
,Betty Heycke,,F80+,34:11.9,2051.9,
,Jack Ireton,,M50-59,34:12.0,2052,
,RICK GAYTAN,,M60-69,34:22.4,2062.4,
,Kati Davich,,F40-49,34:28.3,2068.3,
,Irma Mejia,,F30-39,34:29.7,2069.7,
,Twila Matteson,,F40-49,34:43.9,2083.9,
,Aurora Perez,,F60-69,36:46.2,2206.2,
,Kristina Taylor,,F50-59,37:11.9,2231.9,
,Alexis Perez,,M40-49,37:15.9,2235.9,
,Kathy Gero,,F70-79,37:21.8,2241.8,
,Shane Hoffmire,,M30-39,38:53.5,2333.5,
,Julie Millang,,F40-49,39:12.7,2352.7,
,Megan Moloney,,F50-59,40:18.3,2418.3,
,Shirley Carlson,,F50-59,40:21.3,2421.3,
,Linda Hill,,F70-79,40:29.7,2429.7,
,Kay Bakun,,F50-59,40:39.8,2439.8,
,Erin OMara,,F40-49,40:43.2,2443.2,
,Priscilla Miller,,F70-79,42:25.3,2545.3,
,Mary Curran,,F50-59,43:05.7,2585.7,
,Cindy Clark,,F50-59,43:07.3,2587.3,
,Candy Lamoureaux,,F18-29,46:38.3,2798.3,
,Mark Phelps,,,Male-Elite,7:33.0,453
